PHIF,SW,VSH
0.06365054620871298,0.943487602515234,0.05597503395212128
0.07408191339226546,0.9337846631641271,0.05536933620894224
0.0847941049365113,0.90993408511659,0.04936176025436183
0.045102100350106,0.9415044281646713,0.05006595823500742
0.06045935194171665,0.9371144766279383,0.06063617243597297
0.06045935194171665,0.9371144766279383,0.06063617243597297
0.06045935194171665,0.946932397352038,0.06063617243597297
0.06065243985151898,0.9585661163217308,0.059708537010837504
0.06065243985151898,0.9585661163217308,0.06089908271111178
0.06045935194171665,0.9585661163217308,0.06861984337050914
0.07549520844874846,0.9372294580009312,0.0632970208622066
0.08309743480437735,0.9250125989230868,0.05426406872565389
0.0847941049365113,0.9035609592292944,0.055605463370831706
0.0553361989858187,0.9371144766279383,0.06375819516509261
0.05589693280967321,0.946932397352038,0.06375819516509261
0.045785678799414,0.9664008626952678,0.07369336916188557
0.07173768017734504,0.951212888133701,0.07625452396315258
0.05619517447664938,0.9551213214849268,0.07659751503918545
0.05619517447664938,0.9551213214849268,0.07016155959337389
0.07553309098849018,0.9337846631641271,0.06110185357995931
0.07173768017734504,0.951212888133701,0.06807921321672969
0.06738664431366272,0.9551213214849268,0.07908566822016821
0.10711962483029706,0.8108514192178168,0.0824354506959825
0.10711962483029706,0.8108514192178168,0.07324267629490773
0.10686736340729591,0.8108514192178168,0.06724818214496615
0.07288105301360548,0.9485583050809612,0.06575859453793266
0.07795142042903887,0.9268823010312098,0.06358913430536786
0.09497433256611644,0.8909177653234143,0.053868128376665755
0.0847941049365113,0.9250125989230868,0.057139401621422295
0.025469400302789307,0.9664008626952678,0.06533524203448332
0.027727859608887174,0.9664008626952678,0.06624500963459001
0.04657840790357609,0.9664008626952678,0.06641397734764728
0.0802774824183635,0.9250125989230868,0.06073273796341906
0.08309743480437735,0.9250125989230868,0.07342383467088628
0.06410594712669934,0.9585661163217308,0.0927789540039424
0.06926449797572891,0.9585661163217308,0.11058841843442335
0.06861600914794022,0.954657682970505,0.1158308135741517
0.07370214596469446,0.9485583050809612,0.1158308135741517
0.07370214596469446,0.9485583050809612,0.1240891679852644
0.07486720340746181,0.9372294580009312,0.11275728890285261
0.07206958883738215,0.9492364887023497,0.10304134798770818
0.09587588021554906,0.881646510747581,0.09332878801890791
0.11309953745637867,0.7931168759090627,0.07183364192202378
0.10757357078771033,0.8204737568367846,0.06102437446080004
0.09587588021554906,0.8693346081564998,0.04850598101139994
0.08723125828022071,0.9259850021236268,0.06771009760018944
0.09719262827143826,0.8639309814516373,0.06407404760121539
0.10894264680889688,0.8306284329543677,0.09026751586678886
0.11760292564365424,0.7899034292069808,0.08480132386456592
0.10288946803336228,0.8457962174356156,0.09231354769306993
0.10535621397562729,0.8444563051492824,0.09231354769306993
0.10906145290929789,0.8285132079801215,0.10455705490467043
0.10088363043447347,0.8505175532722503,0.10419269154572114
0.09991315472041742,0.8564674102488475,0.10888127709452583
0.10519008679447481,0.8544493143411258,0.0897699391628315
0.1356093382898092,0.6924322567909424,0.05746130860603538
0.1409111848222637,0.6799291812805609,0.03929110150967381
0.14051009056374575,0.6710903135536695,0.03885821463854286
0.10660278076062886,0.8204656094616227,0.04806500666966193
0.10894264680889688,0.7881210261596738,0.04806500666966193
0.08811089851807971,0.8668544484711009,0.05146341697969019
0.06765752426226641,0.9195867093086662,0.05556127473207894
0.040072009347381074,0.9658488497628855,0.0633696767388216
0.12626646090035953,0.7760367300093375,0.052498293073544054
0.13064432230609785,0.7666454734259418,0.05261832085615483
0.13626569980483974,0.6859753881349765,0.0442845560219484
0.13839676055662625,0.6726497544414058,0.042024079764353725
0.13839676055662625,0.6521771677448217,0.04041977484403708
0.1375636115103824,0.6726497544414058,0.043453676236714874
0.1133573153189388,0.8159646386603199,0.05907287139854326
0.11780215621944436,0.7904487577226957,0.062083259194744944
0.10962956755226476,0.8312267903328099,0.0711047843150019
0.10958643298346349,0.8312267903328099,0.07481976523441895
0.10576145316963716,0.8290434605873482,0.0711047843150019
0.10991157265312544,0.7931168759090627,0.0711060117437677
0.11194244968222539,0.7862946229404133,0.06420173349293513
0.10991157265312544,0.7937950595304512,0.060761240764780046
0.07914248581478554,0.930982637509589,0.056319901813614924
0.08834186896762375,0.91090648831713,0.05249195563858994
0.08834186896762375,0.9225402072868227,0.06017749082423779
0.09616539795186312,0.8884453736871502,0.06293070099734481
0.14255775880143115,0.6265445989115566,0.05609369264321417
0.143598772073416,0.6265445989115566,0.05435433734260281
0.14255775880143115,0.6446710258261791,0.04791838189679125
0.10857656054077494,0.7931168759090627,0.052753550359097096
0.10939071304531628,0.7931168759090627,0.06172211176555737
0.1154009316931792,0.757910303094715,0.06391750701686919
0.12375570744136478,0.757910303094715,0.07029955188155831
0.08654692897687602,0.9259850021236268,0.073328119199135
0.08654692897687602,0.9266631857450153,0.07095234226085362
0.0750420083284681,0.9382018612014711,0.07095234226085362
0.08811089851807971,0.900921975537667,0.06979185889321406
0.09991315472041742,0.8303833728736815,0.05907287139854326
0.10293924886693064,0.8277669195875176,0.05455708543749892
0.12946065549000108,0.736740891098103,0.046035690191397236
0.09587588021554906,0.8918901685239542,0.05907287139854326
0.09682795543311873,0.8303833728736815,0.06724818214496615
0.09593442750231908,0.8809683271261926,0.07767174741789867
0.09593442750231908,0.8884453736871502,0.06186191666490409
